epoch,train_loss,val_iou,val_dice,learning_rate,duration_sec
1,0.5366672615047932,0.4047050476074219,0.5703496336936951,0.0001,147.93708109855652
2,0.45043259064820157,0.43197041749954224,0.5982457399368286,0.0001,147.70869970321655
3,0.425970605380894,0.45487675070762634,0.6209604740142822,0.0001,148.61603450775146
4,0.4106145179118687,0.4656829535961151,0.6314472556114197,0.0001,147.6043083667755
5,0.39965098121550147,0.4750337600708008,0.6403929591178894,0.0001,147.20316457748413
6,0.39112441811010745,0.480435311794281,0.645369291305542,0.0001,146.74422430992126
7,0.38469691378441545,0.4859905540943146,0.6506369113922119,0.0001,147.23361206054688
8,0.3790620462027842,0.4903394281864166,0.6546573638916016,0.0001,147.38051748275757
9,0.3741234840388337,0.49471163749694824,0.6587467193603516,0.0001,147.3093364238739
10,0.3700674760856317,0.4981224536895752,0.6616952419281006,0.0001,147.24452590942383
11,0.3673011199630962,0.5016922950744629,0.6649794578552246,0.0001,147.5959689617157
12,0.3635047450087869,0.503195583820343,0.6663785576820374,0.0001,147.0994532108307
13,0.36124951059439914,0.5056936144828796,0.6685775518417358,0.0001,147.10489082336426
14,0.3590803114334371,0.5086884498596191,0.671278178691864,0.0001,146.97822213172913
15,0.35681416871875976,0.5096179842948914,0.6720735430717468,0.0001,147.27385711669922
16,0.3553348994623683,0.5122408270835876,0.674433171749115,0.0001,147.08908891677856
17,0.35329329398576964,0.5129895806312561,0.675106942653656,0.0001,146.98773193359375
18,0.3513797556018607,0.5135493278503418,0.6755556464195251,0.0001,147.2665891647339
19,0.3500798042833179,0.5168576836585999,0.6785092949867249,0.0001,147.15341639518738
20,0.3484834879949741,0.5178630948066711,0.6793785095214844,0.0001,147.1209535598755
21,0.3476006881254557,0.5167637467384338,0.6783491373062134,0.0001,148.1474199295044
22,0.34632636707193515,0.5187791585922241,0.6801720857620239,0.0001,147.77230310440063
23,0.3451982185088072,0.5191541314125061,0.6806313395500183,0.0001,149.23147916793823
24,0.3442948024637362,0.5203498601913452,0.6814870834350586,0.0001,148.0208933353424
25,0.3427156228237419,0.5224555730819702,0.683341383934021,0.0001,146.94605946540833
26,0.34185480284162273,0.5233125686645508,0.6841325759887695,0.0001,147.58714032173157
27,0.3418211501043903,0.5238162279129028,0.6845428943634033,0.0001,155.4850559234619
28,0.3408192063887172,0.5229507088661194,0.6838142275810242,0.0001,151.04140305519104
29,0.339864992396417,0.5239843130111694,0.6846036911010742,0.0001,147.19631004333496
30,0.3393597319496137,0.5261910557746887,0.6865378618240356,0.0001,147.5256953239441
31,0.33772717710484423,0.5256457924842834,0.6862124800682068,0.0001,147.24978280067444
32,0.33753857115672653,0.5263503789901733,0.686633825302124,0.0001,147.06281924247742
33,0.337021130107804,0.5272277593612671,0.6873905062675476,0.0001,147.1525411605835
34,0.3365759421187771,0.527795135974884,0.6879088878631592,0.0001,147.06640005111694
35,0.3359228653487692,0.527904748916626,0.687992513179779,0.0001,147.24180006980896
36,0.3355714334003288,0.5286265015602112,0.6886371374130249,0.0001,147.21102094650269
37,0.3345950478051062,0.5279536247253418,0.6880611181259155,0.0001,147.31417107582092
38,0.3341391367387883,0.5296222567558289,0.6895204186439514,0.0001,147.20516228675842
39,0.3334547220547808,0.5300664305686951,0.6898590922355652,0.0001,147.07681441307068
40,0.33306110075641265,0.5312735438346863,0.6908780932426453,0.0001,147.19886374473572
41,0.33302806170707266,0.5300617218017578,0.689730703830719,0.0001,147.3935911655426
42,0.3321576165693922,0.5306545495986938,0.6902958154678345,0.0001,147.0244243144989
43,0.3321055398869264,0.530824601650238,0.6904447674751282,0.0001,147.32361435890198
44,0.3315774829273602,0.5309890508651733,0.6905714273452759,0.0001,147.38284039497375
45,0.3313906968265876,0.532484233379364,0.6918491125106812,0.0001,147.86346054077148
46,0.33067821589762575,0.5327942967414856,0.6922218203544617,0.0001,146.99811029434204
47,0.33043157944810014,0.5333060026168823,0.6926203966140747,0.0001,147.5810091495514
48,0.3302243192318301,0.53340083360672,0.6927148699760437,0.0001,149.23507070541382
49,0.3297293977879309,0.5327155590057373,0.6920462250709534,0.0001,150.32085490226746
50,0.3292944931441455,0.5346056818962097,0.6937419772148132,0.0001,146.9045488834381
51,0.32908276515635754,0.534079372882843,0.693286657333374,0.0001,147.87963581085205
52,0.32900874649490747,0.5349424481391907,0.6939827799797058,0.0001,147.40149784088135
53,0.3285843058394718,0.5340561270713806,0.6931742429733276,0.0001,147.28424501419067
54,0.3277221060306912,0.5343021154403687,0.6933634281158447,0.0001,146.98270964622498
55,0.32783526184956696,0.535491943359375,0.6944485306739807,0.0001,147.21540570259094
56,0.3275267422477451,0.5349997878074646,0.6939389705657959,0.0001,147.18388509750366
57,0.3272004887096523,0.5358290672302246,0.6946494579315186,0.0001,147.08097338676453
58,0.32698483763038766,0.5358881950378418,0.6947572827339172,0.0001,146.74741101264954
59,0.32652779384978037,0.5358920097351074,0.6946931481361389,0.0001,146.78020858764648
60,0.3265138673045115,0.5364506244659424,0.6952371001243591,0.0001,146.88812375068665
61,0.32631015067131125,0.5369816422462463,0.6956443190574646,0.0001,147.19361567497253
62,0.32574485481619975,0.5356714129447937,0.6944720149040222,0.0001,146.81488847732544
63,0.32614716815141703,0.5365457534790039,0.6952494382858276,0.0001,146.94303822517395
64,0.32519479031254,0.5367670655250549,0.6954594254493713,0.0001,147.03884100914001
65,0.3254661987723659,0.5366856455802917,0.6954204440116882,0.0001,147.20777082443237
66,0.32503760751584587,0.538729727268219,0.697135865688324,0.0001,146.8265027999878
67,0.3251159154165584,0.5374625325202942,0.6960641145706177,0.0001,146.9346420764923
68,0.3246539107524945,0.5388385057449341,0.6972774267196655,0.0001,149.98154854774475
69,0.32420815902663225,0.5380738973617554,0.6965863108634949,0.0001,147.2780680656433
70,0.3243136532143923,0.5388088226318359,0.6972103714942932,0.0001,147.61055850982666
71,0.32406040664801383,0.5388415455818176,0.6972237229347229,0.0001,145.7519052028656
72,0.3237000023713607,0.5391212701797485,0.6974238753318787,0.0001,141.3379578590393
73,0.32388936134453,0.5390570163726807,0.6974135637283325,0.0001,142.20099592208862
74,0.3241386784068901,0.5394359827041626,0.6977242231369019,0.0001,141.78426003456116
75,0.32350099212299843,0.5396739840507507,0.6979163289070129,0.0001,141.09051942825317
76,0.32281275476777843,0.539808988571167,0.6980054378509521,0.0001,142.65304851531982
77,0.3230276352257545,0.538823127746582,0.6971364617347717,0.0001,140.92425394058228
78,0.3227078462321672,0.5384849905967712,0.6967874765396118,0.0001,141.12010145187378
79,0.3228223494915868,0.5393412709236145,0.6976038813591003,0.0001,142.4038188457489
80,0.32303838928424633,0.5403946042060852,0.698538601398468,0.0001,142.47092843055725
81,0.32246213509780525,0.5382992625236511,0.6966471076011658,0.0001,139.73280096054077
82,0.3223817731320093,0.5389379858970642,0.6973569393157959,0.0001,141.74788069725037
83,0.32285024473658797,0.5394052863121033,0.6976653933525085,0.0001,140.2369818687439
84,0.3219892635159064,0.5405201315879822,0.6986033320426941,0.0001,144.22960925102234
85,0.3219751099687474,0.5404952168464661,0.6985716223716736,0.0001,144.01604747772217
86,0.32142471924963184,0.5380399227142334,0.6964372992515564,0.0001,140.65156817436218
87,0.32171595687070553,0.5401570200920105,0.698228120803833,0.0001,141.24296498298645
88,0.32182848234090394,0.5411666035652161,0.6991794109344482,0.0001,140.45946955680847
89,0.32158777530162724,0.5386707186698914,0.6969431638717651,0.0001,143.0182843208313
90,0.32194977453458823,0.5414065718650818,0.6993088722229004,0.0001,142.96584820747375
91,0.32099278778915785,0.5408910512924194,0.6988541483879089,0.0001,138.3099958896637
92,0.3206940868249991,0.5416239500045776,0.6995189785957336,0.0001,138.31017136573792
93,0.32074013970696663,0.5413311719894409,0.6991940140724182,0.0001,137.73289346694946
94,0.3212130548273808,0.5408182144165039,0.6987761855125427,0.0001,138.16508030891418
95,0.3207663346164563,0.5419203042984009,0.6997305750846863,0.0001,137.98364758491516
96,0.32039349969376485,0.541831910610199,0.6996647119522095,0.0001,138.69773769378662
97,0.3201083861369653,0.5414995551109314,0.6993619203567505,0.0001,138.23085641860962
98,0.32023414697850183,0.5416568517684937,0.6995194554328918,0.0001,138.28729701042175
99,0.3199141506866368,0.5423102974891663,0.7000688910484314,0.0001,139.52523112297058
100,0.31966873800671086,0.5420200228691101,0.6997519135475159,0.0001,139.44110441207886
